language,model,base_model,method,context_source,weighted,weight_score,estimator,noun_gap_reduction_mean,noun_gap_reduction_std,occ_gap_preservation_mean,occ_gap_preservation_std,tradeoff_gmean_mean,tradeoff_gmean_std,tradeoff_hmean_mean,tradeoff_hmean_std
french,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9801653399867021,0.013075950718069457,0.7599205579235564,0.00697640691755625,0.8630182164586009,0.00620699950577357,0.8560510223154507,0.00586600576127073
french,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,Centroid,0.9797666447903935,0.007342107474925925,0.7587516580462724,0.006923858715405206,0.8621835240303295,0.0017146011209691174,0.8551662001746655,0.0022153680314779284
french,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.9657251438651384,0.027432145666683755,0.7804485474234234,0.008963920831585226,0.8680455112565957,0.010613408048881777,0.8630357684269386,0.009437464918745152
french,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,Centroid,0.9677362224439389,0.027557021770499103,0.7809277189101158,0.008770714080629183,0.8692128964480975,0.010285802421165955,0.8641263907193789,0.009027185361909204
french,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,Centroid,0.9635891581027565,0.028991250069001516,0.7776037919063868,0.008758908123260556,0.8654918487265452,0.011022566630890497,0.8604199726690341,0.009683878856549708
spanish,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9166501067712373,0.023405340372425133,0.8021635411051268,0.002008304879948671,0.8574350297768477,0.010351212080159057,0.8554682846062915,0.009582254376590885
spanish,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9191761335406025,0.022384898514198854,0.8013105342152634,0.002157936633195293,0.8581647745167326,0.009928102769544943,0.8560917354483584,0.009183287490353567
spanish,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,Centroid,0.9773002290241781,0.017058336245480175,0.7832673305812875,0.0026238430504089997,0.8748876652217753,0.006861488145515538,0.8695254426283665,0.005923172607189674
spanish,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.8622748012508344,0.03657082471048977,0.8403114398971068,0.002700906604079069,0.8510548395602131,0.017635490136708988,0.8508166607919405,0.017566054294495658
spanish,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8654023487621076,0.03659979670003451,0.8394218460431147,0.0031938741092976345,0.8521447410215461,0.01750202232353288,0.8518775229242042,0.01736464808017649
spanish,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,Centroid,0.9700035651392749,0.029805874760839124,0.8119516108490392,0.0021131247094542936,0.8873720610890306,0.01310073511130904,0.8837823586732944,0.01190179975868069
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.957128221038315,0.028373699581805127,0.8189518080738004,0.0023943237771809987,0.8852754517496217,0.013638299900113482,0.8825204097296908,0.012628301249901627
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9577901969885204,0.028298769965310555,0.8190278619196029,0.00218902767075724,0.885622354978441,0.013485545043245648,0.8828453726455334,0.01245212487264763
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,Centroid,0.9568325668191873,0.02548290645454602,0.8286836976219124,0.0016587478085520254,0.8903920653382388,0.011753217983322364,0.8880330254095993,0.01082032913096709
spanish,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.946847113293677,0.03419996171093877,0.8504139421311399,0.0013720566375955696,0.8972189975318079,0.016190032542314808,0.8958104151045638,0.015278358583640255
spanish,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,Centroid,0.9477995725276017,0.03372465656349356,0.8505859614106182,0.001428137827910563,0.897763087406716,0.015860688213382275,0.8963364138392148,0.014945772036872208
spanish,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,Centroid,0.9482187704462308,0.03407167455060833,0.8586013454671543,0.00040884909995878737,0.9021815150193888,0.016247431022407093,0.9009551890746128,0.015446533460048
spanish,spanish_beto,spanish_beto,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9185508265510267,0.022452454393537467,0.924636671154928,0.0010003787222003409,0.9215327096954574,0.011239119140003091,0.9214716797480842,0.011302070733087305
spanish,spanish_beto,spanish_beto,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9119725700232243,0.02218130358748703,0.9246395417044913,0.000992754910255589,0.9182290106655181,0.01114439264968931,0.9181519824107978,0.01124431579130957
spanish,spanish_beto,spanish_beto,Controlled-unweighted,Controlled,False,none,Centroid,0.9797972086552036,0.010962831162788813,0.9209195897824237,0.0008840542721252805,0.9498908060250036,0.005448567278118866,0.9494234625885817,0.005294002213175711
spanish,spanish_beto,spanish_beto,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.830946462165142,0.035765320476033646,0.9252759700092099,0.0007782233207076198,0.8766821001539096,0.018833488444126894,0.8752561826476443,0.019769873575841323
spanish,spanish_beto,spanish_beto,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8148665142862489,0.03493441833466432,0.9262177995750207,0.0008026165942823821,0.8686013066452716,0.018579865419984333,0.866665989707245,0.019674637277628342
spanish,spanish_beto,spanish_beto,Natural-unweighted,Natural,False,none,Centroid,0.9657495351658663,0.02467940314955758,0.9142250359125248,0.0010668063580638737,0.939570549382967,0.01175260164278133,0.9391541092912268,0.011386532068270797
